46340.950001052,15,3437976836
,,
First population,,
Czas podrozy, Zarobek, Stworzony w generacji
48849.596215536,1048485,1
48993.1140997236,1056705,1
49860.6375717697,1058140,1
50002.7368304736,1063972,1
50296.146873271,1066756,1
50804.8669527987,1067287,0
50938.6538559512,1068681,1
51277.4572357451,1070340,1
51542.6259445719,1073668,1
52334.6701335813,1075121,0
54195.3198795875,1076765,1
54868.776841623,1077910,1
,,
49740.2805421655,1055029,1
50029.4017579174,1058468,1
50171.7337758013,1060204,0
50213.680051366,1060222,1
50233.5208560383,1062957,1
50408.7086339914,1063779,0
50727.773040724,1064085,1
50840.7683904921,1064527,0
50889.5848990853,1064969,0
50903.7286561878,1066522,1
51078.5536706184,1067407,0
51127.2379336197,1067828,1
51291.8153717778,1068623,1
51558.3883800987,1072250,1
51604.8170233558,1073668,1
52337.1208592395,1073721,0
52486.2724209946,1074033,0
53427.0008369814,1074564,1
54384.488684188,1074980,1
,,
49869.7805709263,1053813,1
50387.7770931367,1061097,0
50406.1921952199,1062305,1
50640.8256395632,1062399,0
50897.0919193161,1063451,1
50938.6047083131,1066185,0
51263.643765126,1066332,0
51304.1385497562,1067623,1
51337.1836956302,1068549,1
51598.0723726249,1068860,1
51690.1952711783,1071847,1
52465.9376437035,1072446,1
52591.7213318617,1072773,1
52946.551012454,1073315,1
53469.725421086,1074202,1
53507.2536450617,1074410,1
,,
49959.1940828437,1053466,1
50533.0499818482,1062084,0
50907.4435601207,1062298,0
50959.197553543,1064080,1
51046.0273288301,1066081,0
51408.3628238317,1068012,1
51659.2577406356,1068289,0
51711.7938266193,1068953,1
51744.6664386881,1069926,1
51986.3854324363,1069937,1
52004.3555348901,1070584,0
52064.9909563576,1071757,0
52674.4781638654,1072356,1
53041.8672683687,1072559,1
53368.5373292781,1073069,0
53533.8880464785,1074294,0
,,
49966.4541461759,1048363,0
50538.4618047827,1053931,0
50607.6509349043,1058453,1
50611.6807648284,1060530,1
50850.7118498854,1061109,1
51097.2112330091,1061876,0
51171.1077556813,1063232,0
51198.3599087503,1064578,1
51388.9614363882,1064865,0
51459.3804351629,1066624,0
51578.721765153,1067398,1
51639.523962987,1067744,1
51735.3715854348,1067859,1
51736.9668783985,1068821,1
51889.3769494676,1069419,1
51962.8829018673,1069497,1
52145.4313534429,1069713,1
52188.5578703889,1071694,1
52556.4586746287,1071711,0
53033.3131990184,1072278,0
53510.6462187339,1072878,0
53571.0662527009,1073550,0
53795.22914074,1074192,0
,,
50551.1110399936,1052651,1
50633.8706602056,1057968,1
50669.1420914577,1057977,1
50897.1524343005,1058882,1
50916.2408650839,1060857,1
51191.3054501175,1061869,1
51294.4834644136,1063936,0
51373.2790287205,1064184,1
51470.5745579739,1064314,0
51494.3575647738,1065673,1
51548.0188056356,1065861,1
51559.822317734,1066394,0
51764.9038370604,1066609,0
51899.2497342455,1067066,0
51916.7140334296,1067246,1
51943.3451937658,1067335,1
52052.6470419496,1068050,1
52092.7432949002,1068694,1
52245.0856579157,1069309,1
52284.1840504687,1071655,1
53324.3941595337,1072249,1
53563.1804538467,1072516,0
53981.4439489378,1073815,1
55016.9521718738,1074069,1
,,
