46340.95000105199, 16, 2.814113776E9
46340.95000105198, 27, 3.580518491E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
48956.93374984081, 1053254, 1
49117.13553336242, 1056947, 0
50146.88033835719, 1060446, 1
50493.04920204148, 1060507, 1
50510.19559389069, 1064952, 1
51070.60880728111, 1069570, 1
51382.058642757, 1071410, 0
52051.321538734956, 1072360, 1
52884.314808914154, 1077608, 1
54391.13875501633, 1080868, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
47281.948457015045, 1051081, 49
47903.074002685564, 1054689, 24
48437.44510913036, 1056467, 46
48457.76712628527, 1057971, 23
48662.12747360787, 1063709, 22
49040.21404621064, 1064118, 45
49331.30821964811, 1066545, 26
49473.59941163315, 1069345, 17
49676.59088432422, 1070404, 43
50496.23471155599, 1070773, 28
50555.04565700729, 1072695, 44
50636.55959286487, 1075848, 25
51239.64631507311, 1077916, 2
51547.02270146644, 1078265, 39
51671.996835335085, 1078859, 33
52144.07408950739, 1079314, 7
52526.417429326364, 1080761, 32
53118.90274537891, 1081797, 39
53897.34979115213, 1081846, 42
54043.206694337125, 1082409, 48
54230.78463732225, 1083332, 22
54437.61358471406, 1084546, 39
54702.03487943978, 1084811, 21
55874.738127267796, 1086234, 44

