46340.95000105199, 19, 2.88582043E9
46340.95000105199, 15, 3.454114159E9
46340.95000105199, 14, 3.631395695E9
46340.950001051984, 25, 4.179235487E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
48558.74141689205, 1057611, 0
49667.115155312415, 1059512, 1
50204.99440696508, 1064439, 1
50965.704905283674, 1065346, 1
51034.119305477565, 1066025, 1
51141.09389513092, 1066459, 1
51195.87457092593, 1069307, 1
51273.0078270672, 1070478, 1
52024.94438697783, 1071195, 1
52361.316984402016, 1071544, 1
52727.279599210335, 1071576, 0
53137.85070435218, 1072835, 1
53727.57219376303, 1075473, 0
54872.8509699902, 1075995, 1
55228.14559626883, 1080229, 1

Middle population front
Czas podrozy, Zarobek, Stworzony w generacji
48066.16845099213, 1049237, 20
48071.68452480695, 1056267, 5
48126.54775038984, 1056318, 15
48244.72902792578, 1057407, 21
48332.86946800506, 1058773, 15
48414.14214526531, 1059993, 10
48830.113025548395, 1061690, 20
48932.4569019308, 1066724, 10
49558.34567074721, 1068755, 8
49606.55679455514, 1069312, 23
49875.44776322403, 1070778, 10
50232.11393510677, 1074347, 19
51239.30435329632, 1076695, 9
51926.95466260563, 1078367, 14
52093.988095204775, 1078666, 9
52536.158662412934, 1079238, 11
52888.624576987124, 1080844, 19
53438.67997838127, 1081122, 21
53452.734859908844, 1081665, 21
53480.6097528654, 1082375, 19
54253.47873735799, 1082770, 25
54336.63259245909, 1083289, 5
54619.913982537466, 1083306, 7
55118.02859203357, 1083323, 16
55254.37892723808, 1083428, 20
Czas podrozy, Zarobek, Stworzony w generacji
46025.54285624713, 1041466, 122
46489.64873088679, 1042741, 77
46598.84066333182, 1044287, 42
46659.71330911162, 1045919, 78
46863.96089620494, 1050974, 117
46953.71436080949, 1058405, 118
47689.0839420113, 1059977, 53
48002.63375444609, 1064021, 122
48066.098650805, 1064750, 125
48167.14732367809, 1065313, 125
48504.071886164005, 1066890, 64
48628.95047656841, 1069158, 103
49170.82421443258, 1072600, 116
50200.1217723634, 1074430, 101
50297.55684932044, 1074672, 78
50573.51718456978, 1074855, 114
50601.42049597946, 1076139, 79
51067.12274887938, 1077588, 108
51183.642862379085, 1079208, 73
51637.93336923867, 1080259, 97
51722.84888199679, 1080337, 118
52211.20888637494, 1082445, 58
53105.68057997133, 1082515, 90
53306.15771097072, 1083068, 87
53588.61464475448, 1085761, 86
55240.05892883834, 1085795, 45
56019.50479104574, 1086660, 95
56898.61833364514, 1087468, 119

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
46025.54285624713, 1041466, 122
46307.15352122592, 1043200, 184
46378.4769440007, 1044549, 158
46634.06815493252, 1044637, 142
46635.90378952096, 1046965, 218
46773.482144994625, 1047476, 218
46833.45825576179, 1047637, 203
46850.40096609593, 1049439, 227
46863.96089620494, 1050974, 117
46898.59654852749, 1053389, 231
46953.71436080949, 1058405, 118
47065.78413166452, 1058861, 248
47527.484093007006, 1065083, 144
47903.924802077294, 1066865, 183
48103.8356068166, 1068819, 202
48628.95047656841, 1069158, 103
49169.7056871836, 1070465, 243
49170.82421443258, 1072600, 116
49606.455447620734, 1073068, 215
49639.9020151751, 1074272, 158
50200.1217723634, 1074430, 101
50296.75610241674, 1075705, 201
50575.78847575952, 1076706, 218
50598.232551009416, 1077702, 228
50856.65864023648, 1078771, 180
51133.31575831758, 1079204, 202
51183.642862379085, 1079208, 73
51411.69721877318, 1079813, 172
51534.299253008474, 1082320, 219
52171.314059719094, 1082783, 207
52775.29276566511, 1082819, 181
53138.27330622211, 1087029, 208
55710.730567987, 1088389, 203
56172.5625692272, 1088654, 212
56983.982490760194, 1088894, 224

