46340.95000105199, 15, 2.996550135E9
46340.95000105199, 22, 3.069863364E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
49655.012313344785, 1057690, 0
50277.91755779611, 1058027, 1
50574.9428569594, 1059251, 1
50583.983056298326, 1065918, 1
50877.95213878056, 1069888, 0
51650.607087064025, 1071461, 1
52365.478686555376, 1072061, 1
52545.53069005566, 1072393, 0
53690.465669456826, 1073227, 1
54265.73321947823, 1073306, 0
54862.56729399146, 1077397, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
47090.42994217929, 1054200, 44
47374.04062646352, 1055705, 7
47812.65033449835, 1057597, 33
47908.81850160821, 1058026, 47
48018.160126494535, 1058564, 25
48069.545053568494, 1060606, 45
48109.39628819019, 1062757, 9
48132.65124853593, 1063247, 37
48726.51213574543, 1064558, 40
49089.348961359756, 1064569, 15
49202.86721366931, 1065118, 31
49210.569317507005, 1068150, 16
49448.50367320103, 1069771, 23
49907.295740124624, 1071561, 44
50611.203797390845, 1071711, 28
50633.82957096833, 1071891, 42
50731.345429259294, 1072095, 31
50868.925534125076, 1072206, 24
50933.24868136138, 1072366, 7
51128.46489182877, 1072685, 47
51177.56551618211, 1074916, 10
51202.21699555605, 1076270, 17
51335.483275713435, 1076489, 47
51991.57926888001, 1077524, 26
52028.46779159365, 1077738, 43
52292.01330977049, 1079735, 33
53513.479633314375, 1079937, 28
53612.960349339875, 1080170, 32
54098.392711061686, 1081789, 18
54756.93466171466, 1082585, 49

