46340.95000105199, 18, 2.930072678E9
46340.95000105198, 27, 3.682350406E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
48802.67960757785, 1053453, 1
49811.823385443524, 1054640, 1
49875.692564674486, 1055482, 0
49998.76584778443, 1057032, 1
50133.17041987767, 1064664, 1
50359.38442698082, 1066756, 1
50893.072025755784, 1067242, 0
51187.79038191089, 1067327, 0
51481.36515527265, 1070214, 1
51634.095231345345, 1070828, 1
52260.06280585195, 1072613, 1
52650.043320752935, 1076764, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
45708.90644703252, 1047174, 223
45904.1103182851, 1053171, 399
46526.402413405245, 1054729, 359
46911.814929070155, 1055581, 210
46992.047675967, 1060607, 428
47278.02854314041, 1063418, 362
47617.757511233685, 1064821, 149
47823.94922013005, 1065741, 345
47980.79025495847, 1066662, 411
48213.665506131365, 1070317, 412
48733.43181605067, 1071334, 339
48988.4580621339, 1073795, 183
49549.8072493819, 1074298, 390
49675.31963710167, 1074499, 434
49910.43596040931, 1076396, 192
50062.29249937058, 1076463, 244
50130.31966220373, 1076997, 156
50332.601105975176, 1077470, 428
50551.331344229315, 1079135, 470
50936.259149890706, 1079145, 475
51049.441214414066, 1079288, 395
51205.173402100845, 1079480, 440
51253.421791658184, 1079823, 372
51319.86179610493, 1080435, 202
51390.16577148832, 1083488, 387
52819.07595971362, 1083898, 496
53072.98354240883, 1086027, 365
53690.35400098086, 1086163, 350
53808.50548286711, 1088569, 445
56945.45505280472, 1090791, 319

