Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
256807, 1625244.4349348913, 80, 273077, 1640658.7230715803, 80, 263518, 1592167.0381819373, 80, 270191, 1576126.9252053495, 80, 263675, 1636933.5254293387, 80, 258591, 1634341.7036660402, 80, 268675, 1598813.9635178754, 80, 263867, 1646727.336998251, 80, 265699, 1581453.5474622056, 80, 271366, 1611367.8595643383, 80, 
256807, 1618828.3638765619, 81, 272311, 1630541.9928696966, 81, 261843, 1588759.5608020264, 81, 270191, 1571548.6583556328, 81, 263809, 1633627.0952850373, 81, 258591, 1633497.3001786028, 81, 268675, 1597595.4416195594, 81, 263867, 1633635.795427099, 81, 264868, 1574937.3583025562, 81, 271366, 1610204.7124469748, 81, 
255383, 1611650.3025435214, 82, 272311, 1630541.9928696966, 81, 261843, 1585473.8374197662, 82, 270191, 1570768.7232380016, 82, 263809, 1632241.294423761, 82, 258890, 1621788.649285202, 82, 270527, 1593638.9075067805, 82, 263867, 1631130.3464707164, 82, 264868, 1571540.388161761, 82, 271366, 1606906.620950518, 82, 
255383, 1607262.1467094016, 83, 272311, 1619402.4969795826, 83, 261843, 1580329.388003521, 83, 276456, 1678718.6013674245, 83, 263809, 1626708.0785842391, 83, 258890, 1621535.109341743, 83, 270527, 1592811.4856674827, 83, 263867, 1625260.297815777, 83, 264868, 1568945.1631417235, 83, 271366, 1597560.5250554362, 83, 
255383, 1600239.5943571113, 84, 272311, 1608994.7571393903, 84, 261843, 1576457.435250284, 84, 273270, 1637018.8678350898, 84, 263809, 1626076.3847908892, 84, 258890, 1613644.0414664156, 84, 270527, 1587361.3637087035, 84, 265353, 1617277.581836057, 84, 265207, 1565226.9147791401, 84, 271366, 1595120.7546525444, 84, 
255587, 1587808.4141415644, 85, 272311, 1603234.435644878, 85, 261367, 1574845.4654295912, 85, 273270, 1634855.008563143, 85, 263809, 1620730.271727253, 85, 257547, 1607780.611254128, 85, 270527, 1586144.0525027292, 85, 265353, 1614494.5860144533, 85, 265207, 1562150.4970644645, 85, 271366, 1589675.2708915372, 85, 
254352, 1578686.7390246904, 86, 272311, 1601230.998406279, 86, 259992, 1566755.5294060246, 86, 273270, 1633672.56645522, 86, 257455, 1543176.9599438985, 86, 257547, 1598927.0360239039, 86, 270907, 1583961.5410740802, 86, 265353, 1610944.89016236, 86, 265207, 1559702.3086691655, 86, 270782, 1581923.697402458, 86, 
254352, 1578177.9824456922, 87, 272311, 1596654.7098907046, 87, 259562, 1555352.2733652315, 87, 273270, 1631399.6572750518, 87, 257924, 1543818.6017739382, 87, 257547, 1589912.680927438, 87, 270907, 1568798.394802173, 87, 265353, 1604609.7734384276, 87, 265207, 1551618.9064394825, 87, 270782, 1576106.1635591388, 87, 
254352, 1576291.8735930042, 88, 272311, 1596156.8314387556, 88, 260989, 1555342.565067344, 88, 273270, 1627960.5555212987, 88, 257924, 1540027.6001836504, 88, 258346, 1574509.6930067441, 88, 271371, 1566081.250981894, 88, 265353, 1603021.5380439204, 88, 265207, 1545606.2069750382, 88, 270782, 1571937.3631102869, 88, 
254352, 1571336.2889109915, 89, 272311, 1593898.5721238456, 89, 260989, 1550993.4731551849, 89, 273270, 1626989.91556221, 89, 257924, 1536765.1714170831, 89, 258346, 1567777.8351998504, 89, 271371, 1563383.4710857985, 89, 265490, 1600841.1918462778, 89, 265207, 1538847.2782614108, 89, 268279, 1554334.9673379306, 89, 
254352, 1571140.3340199469, 90, 272311, 1591699.111864278, 90, 258318, 1523627.8794498015, 90, 273124, 1624773.9317977175, 90, 257924, 1533860.634722345, 90, 258346, 1561255.8916283937, 90, 271371, 1559768.607954782, 90, 264934, 1582192.7815883674, 90, 265207, 1531217.3128377877, 90, 268279, 1550313.2678251632, 90, 
254352, 1567042.1424212721, 91, 272311, 1581132.5759324143, 91, 258318, 1520128.9338230835, 91, 273124, 1623945.8598250013, 91, 257924, 1516311.9600887615, 91, 258346, 1557328.5484846404, 91, 271614, 1558390.2224815695, 91, 264934, 1577796.135972921, 91, 265207, 1528852.8549411101, 91, 268825, 1549684.6196161055, 91, 
254352, 1563259.792809719, 92, 272311, 1580453.4212391535, 92, 258318, 1516881.3166582093, 92, 273124, 1621411.795276665, 92, 257924, 1504999.7974690683, 92, 258346, 1553391.442214565, 92, 271614, 1557556.2872087688, 92, 264934, 1573446.7704945595, 92, 265207, 1527522.711647452, 92, 268825, 1547631.7048069094, 92, 
252521, 1553613.4487062613, 93, 272311, 1579331.138911975, 93, 258103, 1511476.2287771534, 93, 273480, 1620811.5422281171, 93, 258290, 1515625.2577421942, 93, 258346, 1549531.523817414, 93, 270090, 1545427.1063812766, 93, 264934, 1566818.1868813604, 93, 265207, 1522310.3117805573, 93, 267694, 1542234.026254088, 93, 
251836, 1544367.0690138622, 94, 273297, 1576694.5215641293, 94, 260655, 1542995.4865640362, 94, 273480, 1619344.4470767356, 94, 260944, 1541589.6701696739, 94, 258346, 1546464.6474796205, 94, 270090, 1543127.4548917352, 94, 264128, 1559292.6657821927, 94, 265207, 1517212.2054987724, 94, 267694, 1539474.5130435158, 94, 
251836, 1537520.368500701, 95, 273297, 1574061.1562294415, 95, 261238, 1537307.5215313535, 95, 273480, 1611098.4903349252, 95, 260944, 1537670.1234470843, 95, 258346, 1542987.2288749102, 95, 269873, 1539372.2666391004, 95, 265482, 1554269.0568870085, 95, 265207, 1515991.8076662903, 95, 267694, 1538891.4036685468, 95, 
251836, 1534765.775970809, 96, 273297, 1567892.2916515297, 96, 262757, 1536056.5834390472, 96, 271306, 1590849.4946223558, 96, 260944, 1536936.0805567794, 96, 258346, 1538634.2364262468, 96, 269873, 1537495.9877864623, 96, 265482, 1551616.9460060017, 96, 265207, 1515020.330376765, 96, 267694, 1531695.1080889448, 96, 
251836, 1527764.7591635545, 97, 273297, 1564512.6335982042, 97, 261656, 1529133.953650711, 97, 272036, 1584899.6922499523, 97, 260944, 1532392.870383828, 97, 258346, 1537697.731610117, 97, 269873, 1536678.6984650486, 97, 265482, 1549650.808700474, 97, 265207, 1513750.0422155291, 97, 267694, 1529689.2389665314, 97, 
251836, 1524444.3062739845, 98, 273634, 1562146.5056817401, 98, 261656, 1518551.7539857693, 98, 272036, 1579124.3650630838, 98, 260944, 1528106.5939462914, 98, 258346, 1535481.5754577175, 98, 269873, 1533436.6203785732, 98, 265482, 1548513.4114162808, 98, 265207, 1510600.4249119225, 98, 268397, 1528645.922212757, 98, 
251799, 1518388.697726341, 99, 273634, 1556788.939834903, 99, 261306, 1513571.9903826476, 99, 272036, 1577290.1881598774, 99, 260944, 1522940.255674415, 99, 258675, 1532348.62853199, 99, 269562, 1527370.1185954, 99, 265482, 1544657.9350685813, 99, 266401, 1536355.3280832537, 99, 268397, 1525610.809927985, 99, 
250785, 1516217.7360200856, 100, 273634, 1549163.8120724007, 100, 261902, 1511651.795968184, 100, 271817, 1572470.0551274905, 100, 260944, 1518756.1496488196, 100, 259643, 1526620.618692709, 100, 269562, 1523411.751908244, 100, 265482, 1543737.6754813131, 100, 266401, 1532323.0876968352, 100, 268397, 1522190.6722992775, 100, 
250785, 1511258.0893181132, 101, 273634, 1540251.0607952152, 101, 262847, 1511097.8262432567, 101, 271817, 1569330.1436994334, 101, 260944, 1516883.6326509218, 101, 259643, 1522374.3125234304, 101, 266232, 1495803.034297114, 101, 265482, 1541984.285030825, 101, 266401, 1529909.769342321, 101, 268397, 1521532.307244844, 101, 
250785, 1502159.1738091514, 102, 274185, 1539127.6756579846, 102, 262847, 1506648.2845028606, 102, 271915, 1568790.3824538775, 102, 260944, 1513002.6803100875, 102, 259643, 1514711.5360306248, 102, 266397, 1495086.6637623583, 102, 265482, 1539879.6089066737, 102, 266401, 1528197.5065326507, 102, 268397, 1517786.5577273224, 102, 
250785, 1497280.0639589385, 103, 274185, 1535259.4922374575, 103, 259586, 1493486.2425924311, 103, 271915, 1562691.6811771824, 103, 260944, 1512034.5847670727, 103, 259643, 1514603.5267031947, 103, 266754, 1493175.2852098483, 103, 265482, 1538861.1447245537, 103, 265207, 1516328.0710762579, 103, 268397, 1512858.4971079207, 103, 
250785, 1496266.9342922575, 104, 274185, 1531233.2048885275, 104, 259586, 1488650.2558204588, 104, 271915, 1559412.792644574, 104, 260484, 1505824.411966163, 104, 259643, 1510327.0840602336, 104, 266754, 1489478.6806410267, 104, 265482, 1534738.7701513153, 104, 265207, 1515832.8694266588, 104, 268397, 1506396.0220281663, 104, 
250785, 1494852.0618391202, 105, 275056, 1527464.4497790856, 105, 260306, 1486685.345377039, 105, 271915, 1559412.792644574, 104, 260484, 1501838.9983862373, 105, 259643, 1506984.881394516, 105, 266541, 1484533.6921304746, 105, 265482, 1533743.837121934, 105, 265676, 1515466.6521394067, 105, 268617, 1501966.0484326885, 105, 
250785, 1492280.5847613143, 106, 275056, 1521885.3253470166, 106, 260306, 1486337.2180780668, 106, 271915, 1559412.792644574, 104, 260484, 1501838.9983862373, 105, 258675, 1504303.414157854, 106, 266754, 1485669.7578010382, 106, 265482, 1532159.5450431479, 106, 265676, 1513021.5390519402, 106, 269512, 1501838.8124163037, 106, 
250785, 1492259.6237845474, 107, 275141, 1521990.5204213678, 107, 256484, 1468563.0937101839, 107, 271915, 1559266.3981890448, 107, 260484, 1498289.5977055123, 107, 258678, 1503605.1663333739, 107, 266754, 1482953.5156314769, 107, 263369, 1518347.0881319596, 107, 265676, 1510459.4288579416, 107, 269617, 1498263.2862893695, 107, 
252032, 1481996.784638594, 108, 275141, 1517888.0994411649, 108, 259907, 1488512.3808053886, 108, 271915, 1553956.7150009568, 108, 260484, 1494117.9028287837, 108, 258678, 1501313.1060943601, 108, 266919, 1482891.1106841117, 108, 263369, 1515829.3178805779, 108, 265676, 1506127.276790149, 108, 269617, 1495039.5990983567, 108, 
252032, 1479426.680995108, 109, 275141, 1517689.5322411824, 109, 259907, 1485186.7900688648, 109, 271915, 1551177.2276822191, 109, 258622, 1479129.9643272662, 109, 258678, 1498956.1262325516, 109, 266919, 1481362.9398456365, 109, 263427, 1515796.954658858, 109, 265676, 1505494.1439216956, 109, 270320, 1497687.5121866835, 109, 
253054, 1471648.9230741747, 110, 275592, 1517408.63159793, 110, 259907, 1478768.6509670094, 110, 271915, 1548458.6058472525, 110, 258622, 1475652.6519120089, 110, 257956, 1489360.794291854, 110, 266919, 1481362.9398456365, 110, 263427, 1514980.7374862893, 110, 265676, 1502718.222427423, 110, 270320, 1496571.7568739487, 110, 
253830, 1475052.3132120736, 111, 275592, 1512894.85057395, 111, 259907, 1474109.3879865934, 111, 271915, 1544868.9892753714, 111, 258622, 1472345.1252148135, 111, 257956, 1486272.3324525964, 111, 266919, 1477673.391906137, 111, 263427, 1511678.174995908, 111, 265676, 1501195.1295224656, 111, 270320, 1495782.2457258133, 111, 
253830, 1471814.8773414425, 112, 275592, 1510243.7689417256, 112, 259907, 1474086.0109266127, 112, 271915, 1540851.109411093, 112, 258622, 1470390.5104238589, 112, 257956, 1484732.4341859233, 112, 267512, 1480047.220960751, 112, 263427, 1511014.8940641345, 112, 265207, 1496057.4522591073, 112, 270320, 1495782.2457258133, 111, 
255384, 1458844.6933109837, 113, 275592, 1503895.8552881721, 113, 259907, 1474066.1727486495, 113, 272750, 1540476.673796646, 113, 258622, 1466370.3113532723, 113, 257956, 1480711.0812447383, 113, 267512, 1479416.676735318, 113, 263656, 1509815.2578577693, 113, 265207, 1491975.402108792, 113, 270320, 1493888.2902887801, 113, 
255384, 1453852.1131908193, 114, 274717, 1494472.4553697682, 114, 259907, 1471264.1223013937, 114, 272750, 1527946.4164554316, 114, 258622, 1462922.7156452355, 114, 257956, 1476206.444011375, 114, 267512, 1477462.5543870975, 114, 263656, 1508212.4565265966, 114, 265207, 1491963.588855873, 114, 270320, 1493572.8933167795, 114, 
255384, 1451202.3984587824, 115, 274717, 1487163.8207107515, 115, 261137, 1466340.0543889923, 115, 272750, 1526024.8355060501, 115, 258622, 1458467.8565178458, 115, 257956, 1467735.1835146518, 115, 267512, 1477458.509917914, 115, 263656, 1508212.4565265966, 115, 265207, 1489078.498008978, 115, 273086, 1490904.2876449944, 115, 
258470, 1504663.535875047, 116, 274717, 1480470.418309773, 116, 261664, 1468391.0183354758, 116, 272750, 1522500.3779296887, 116, 258622, 1453268.6736773786, 116, 258678, 1464631.9126098333, 116, 267512, 1472989.9701541264, 116, 264035, 1507174.6784375827, 116, 265207, 1478696.6875220067, 116, 273086, 1485685.0128726764, 116, 
258470, 1503036.1526559638, 117, 274717, 1480196.6188622322, 117, 261664, 1466699.3698900922, 117, 272750, 1520844.1913124311, 117, 258911, 1448933.466586816, 117, 258678, 1456807.9647453204, 117, 267925, 1469904.9393974585, 117, 264035, 1505986.8722380744, 117, 265207, 1478133.514709035, 117, 273086, 1479776.026429682, 117, 
258470, 1500373.3595399507, 118, 274717, 1478588.3456744428, 118, 261664, 1466699.3698900922, 117, 272750, 1519246.2199950109, 118, 258911, 1447628.6517201052, 118, 258678, 1444816.0010821563, 118, 267925, 1469846.0602625574, 118, 264035, 1500379.8203762183, 118, 265207, 1474627.9676759832, 118, 272415, 1477702.9417097636, 118, 
258470, 1491759.389835481, 119, 274717, 1476417.5290736998, 119, 261664, 1462709.6293763176, 119, 272750, 1517050.4061621458, 119, 258911, 1440522.8247137573, 119, 258678, 1444816.0010821563, 118, 267925, 1467984.6306325481, 119, 264035, 1494638.683219104, 119, 266013, 1475865.9254106795, 119, 272415, 1477702.9417097636, 119, 
258470, 1490116.5079057738, 120, 274717, 1476154.7570149386, 120, 262182, 1461041.5614778786, 120, 272750, 1517050.4061621458, 119, 258911, 1439491.4713502482, 120, 258678, 1442581.118579648, 120, 267399, 1460307.5283368686, 120, 263656, 1490497.898437025, 120, 266013, 1472866.0371924532, 120, 272415, 1473899.7038819466, 120, 
258470, 1485280.78536757, 121, 274717, 1474065.0313770687, 121, 262182, 1457896.9933327695, 121, 272750, 1514289.5887099414, 121, 259315, 1446510.170841591, 121, 258678, 1442581.118579648, 120, 267112, 1452206.8021867874, 121, 263656, 1486441.841709706, 121, 267202, 1465673.555659497, 121, 272415, 1471238.900351946, 121, 
258470, 1484111.2279813588, 122, 274717, 1474065.0313770687, 121, 262182, 1456423.2337602447, 122, 272750, 1511042.9106116712, 122, 259315, 1444014.6369022105, 122, 267063, 1496089.5849949012, 122, 267112, 1452206.8021867874, 121, 262602, 1482491.8942607883, 122, 267920, 1463562.3945532546, 122, 273016, 1472316.3906786463, 122, 
258470, 1483514.1587541616, 123, 274717, 1463505.9043562836, 123, 262182, 1455863.0196436162, 123, 272750, 1503051.856606851, 123, 260349, 1444832.1290373837, 123, 267063, 1496089.5849949012, 122, 267112, 1451414.3257925904, 123, 263939, 1482016.848106302, 123, 267920, 1460505.0010153789, 123, 273016, 1472316.3906786463, 122, 
258470, 1480011.3570782412, 124, 274717, 1458075.7948898028, 124, 262182, 1452251.068549405, 124, 273480, 1501196.2515916235, 124, 261188, 1446900.4288759483, 124, 267063, 1493827.6046669583, 124, 267112, 1448968.9512772616, 124, 263939, 1479907.6249721646, 124, 267920, 1455353.2183864443, 124, 273016, 1468427.0102461597, 124, 
258470, 1475472.8076790674, 125, 274717, 1451532.392105313, 125, 263029, 1452857.5855391042, 125, 273480, 1500230.6167224853, 125, 261188, 1429584.8905576936, 125, 267063, 1486389.4961048495, 125, 267112, 1445167.1928025056, 125, 263939, 1474657.3692231288, 125, 267920, 1453885.5946755994, 125, 273016, 1467663.2715197315, 125, 
259165, 1471009.517699745, 126, 274717, 1450414.957662703, 126, 263029, 1451919.77545208, 126, 270073, 1473608.5455213122, 126, 261188, 1425821.8167290583, 126, 266937, 1479767.0306288847, 126, 267954, 1439103.5397263311, 126, 263939, 1474145.0231185812, 126, 267920, 1448969.3864038312, 126, 273016, 1464878.4333366628, 126, 
260280, 1460896.055332749, 127, 274717, 1447026.1389738028, 127, 263029, 1449458.2501086772, 127, 270538, 1472479.0667612846, 127, 261188, 1422639.3143703989, 127, 266937, 1479767.0306288847, 126, 268595, 1439536.5269500809, 127, 263939, 1471187.87432968, 127, 267920, 1448001.2973044673, 127, 273016, 1464757.4067163353, 127, 
260280, 1459013.1727822225, 128, 274717, 1442276.5046309107, 128, 263029, 1449185.01211688, 128, 270538, 1472479.0667612846, 127, 261188, 1418426.0396962762, 128, 266937, 1478942.9731007933, 128, 268595, 1434756.654045264, 128, 263939, 1465424.0961727123, 128, 267920, 1448001.2973044673, 127, 273016, 1464380.9894615377, 128, 
260280, 1456611.3567978619, 129, 274717, 1439788.589986113, 129, 263029, 1444842.6016804182, 129, 272191, 1471642.2353162682, 129, 261188, 1413181.7157893586, 129, 266937, 1478190.0663901514, 129, 268595, 1434058.2530911444, 129, 263939, 1464947.7362715402, 129, 267920, 1446461.7728330952, 129, 273590, 1461560.3781268776, 129, 
260280, 1449299.588774928, 130, 274717, 1438339.3336344229, 130, 263029, 1442782.56983957, 130, 272191, 1460657.4583478733, 130, 261188, 1411031.3959908155, 130, 266937, 1476587.9773197777, 130, 268595, 1429004.3348244466, 130, 263694, 1460822.8458928778, 130, 266397, 1440411.519030435, 130, 273590, 1457567.5157511865, 130, 
260280, 1449138.1515552555, 131, 274717, 1436870.1291305101, 131, 263029, 1441317.4968194251, 131, 272191, 1459038.8764150473, 131, 260110, 1398391.987678548, 131, 266937, 1476546.073474005, 131, 268595, 1426686.8514143587, 131, 263694, 1460496.1779121577, 131, 266397, 1437900.1069315022, 131, 273590, 1456562.374329464, 131, 
260280, 1436507.3831278402, 132, 274717, 1434410.7273751264, 132, 263029, 1438839.837439087, 132, 272191, 1459038.8764150473, 131, 260110, 1393464.3423078943, 132, 266937, 1476103.4960212805, 132, 268595, 1426280.174241024, 132, 263694, 1455499.5416520038, 132, 266397, 1435646.2905938947, 132, 273590, 1449539.3990938663, 132, 
259537, 1432352.1030814017, 133, 274717, 1430183.9859236428, 133, 260717, 1427274.541710079, 133, 272191, 1455593.8768340629, 133, 260136, 1385940.0714321134, 133, 265747, 1471978.20570861, 133, 268595, 1423391.1673847558, 133, 263505, 1452385.2802545708, 133, 266397, 1432540.2610982838, 133, 273590, 1445723.2199149763, 133, 
259537, 1423614.5838896954, 134, 274717, 1430183.9859236428, 133, 260717, 1415900.5780537329, 134, 272191, 1453682.7884565508, 134, 261369, 1390895.9043673486, 134, 265747, 1463554.593617498, 134, 268595, 1422464.5486263363, 134, 263626, 1451441.635667637, 134, 265077, 1411020.0809907946, 134, 272996, 1433803.3239113474, 134, 
260203, 1414244.2558015743, 135, 274717, 1429429.5148428497, 135, 261476, 1414073.9906077238, 135, 272367, 1440575.9223955928, 135, 263124, 1397741.1758060425, 135, 265747, 1462176.7675914026, 135, 268595, 1421854.6888389604, 135, 263626, 1451044.5554124687, 135, 265077, 1410937.5442720302, 135, 272996, 1430002.4682144434, 135, 
260203, 1413222.1680207811, 136, 274717, 1427310.4675600952, 136, 261476, 1414073.9906077238, 135, 272367, 1435292.8400793734, 136, 263124, 1389283.123936276, 136, 265747, 1456744.522992161, 136, 268595, 1419698.7370569548, 136, 263626, 1443490.9670067923, 136, 265077, 1410373.0034671498, 136, 272996, 1428589.3532409351, 136, 
260203, 1404678.7944467494, 137, 274717, 1427310.4675600952, 136, 261476, 1409791.9339436668, 137, 272367, 1432148.572354933, 137, 263652, 1391497.7847082953, 137, 265747, 1450674.2511758783, 137, 268595, 1417033.6867235056, 137, 263626, 1443486.029458567, 137, 264283, 1404124.631767321, 137, 272996, 1423816.731812853, 137, 
260203, 1400432.3528211429, 138, 274717, 1426123.4162602667, 138, 261476, 1404400.536217169, 138, 272367, 1429748.6624362112, 138, 266382, 1390696.7117923568, 138, 267325, 1449620.3681203856, 138, 268595, 1412668.5181438348, 138, 263626, 1442650.1053449654, 138, 264283, 1397776.3594426159, 138, 272996, 1423401.5718051433, 138, 
259600, 1398510.13843492, 139, 274717, 1424765.2778165622, 139, 261476, 1397010.2036566434, 139, 272367, 1426860.485027134, 139, 266649, 1387043.1992878385, 139, 267325, 1442399.035816286, 139, 268595, 1412409.7112024506, 139, 263626, 1436670.153490376, 139, 264323, 1392233.7066963385, 139, 272996, 1420631.1156178839, 139, 
258843, 1395002.0435554618, 140, 274717, 1424444.2914354405, 140, 261476, 1394244.1839682867, 140, 272367, 1422993.8534570546, 140, 266649, 1383494.8126406586, 140, 267606, 1442270.9853889626, 140, 268595, 1411899.5663517273, 140, 263626, 1429201.4295246855, 140, 264323, 1388413.624052223, 140, 272996, 1419885.7819540165, 140, 
258843, 1392708.3716526516, 141, 274717, 1423697.185866586, 141, 261476, 1394244.1839682867, 140, 272191, 1421226.7675439306, 141, 266649, 1378303.6703901996, 141, 267606, 1439156.4497721507, 141, 268492, 1408950.7160528272, 141, 263626, 1428409.5363956466, 141, 264323, 1387105.1218134612, 141, 272996, 1419687.248833342, 141, 
258843, 1389296.4187505497, 142, 274717, 1423431.3589349443, 142, 261476, 1391532.0749336374, 142, 272191, 1420329.6042394936, 142, 266649, 1378303.6703901996, 141, 267606, 1438811.3278481732, 142, 268492, 1406305.7468374115, 142, 263626, 1428294.9648076326, 142, 264323, 1386895.1801267592, 142, 272996, 1419088.4099497804, 142, 
258843, 1387902.3460937343, 143, 274717, 1421669.7617622276, 143, 261476, 1385124.294704768, 143, 270616, 1411078.9638779957, 143, 266649, 1375744.4996471482, 143, 266774, 1430019.5322065926, 143, 268492, 1405450.3969229932, 143, 264588, 1423522.5033317131, 143, 263937, 1381593.0505214462, 143, 272996, 1414154.646346453, 143, 
258843, 1385107.5377347362, 144, 275514, 1421831.4575307535, 144, 260023, 1379403.6947880732, 144, 271870, 1406674.900982351, 144, 266997, 1373860.8818620131, 144, 266774, 1423709.6391183038, 144, 268492, 1405088.692235262, 144, 264588, 1418362.4812216675, 144, 263937, 1381099.8224985234, 144, 272996, 1413068.3733197558, 144, 
258843, 1381952.1335734376, 145, 275514, 1419101.8934405367, 145, 259846, 1378019.341343724, 145, 271870, 1406496.144550342, 145, 266997, 1373387.7158383958, 145, 266774, 1420723.198912799, 145, 268714, 1401675.560346443, 145, 264588, 1416377.0045425326, 145, 263937, 1381099.8224985234, 144, 273274, 1411890.960358822, 145, 
254501, 1361559.6743213665, 146, 275514, 1419101.8934405367, 145, 259846, 1372656.5752612, 146, 271870, 1401219.7403429006, 146, 266997, 1370877.770835894, 146, 267307, 1417953.0441765974, 146, 268714, 1400441.7560136344, 146, 264588, 1415876.6585391993, 146, 263937, 1380186.4706876886, 146, 273274, 1409585.7511067486, 146, 
254501, 1355324.846321156, 147, 275514, 1414299.4492364859, 147, 259846, 1371590.704910249, 147, 271870, 1393289.9026339632, 147, 266997, 1366650.442826195, 147, 267307, 1417804.3444944506, 147, 268714, 1396427.2786397657, 147, 264588, 1410398.5521777992, 147, 263937, 1378766.1573130009, 147, 273540, 1408477.0423652818, 147, 
256036, 1375233.4400450601, 148, 275514, 1411845.5995492842, 148, 259846, 1368915.5865460727, 148, 271870, 1393289.9026339632, 147, 273648, 1437569.2169859854, 148, 267307, 1415250.0668100603, 148, 268714, 1394376.6929980838, 148, 264588, 1410340.0291908716, 148, 263937, 1377734.4558150405, 148, 272996, 1403291.4629818618, 148, 
255292, 1355485.9849212351, 149, 275514, 1410428.978404865, 149, 260944, 1367709.7388998633, 149, 271870, 1391774.4367501268, 149, 273648, 1429946.1240995696, 149, 267307, 1413947.7498916886, 149, 268714, 1386130.334774967, 149, 265858, 1405782.1898801727, 149, 263937, 1376934.4358071592, 149, 272996, 1395902.6785406235, 149, 
255292, 1351665.9850546098, 150, 275514, 1408633.8914862156, 150, 265386, 1389499.0126290736, 150, 272434, 1391857.6593219992, 150, 273648, 1426600.355500814, 150, 267307, 1413868.6352701618, 150, 268714, 1384602.137709674, 150, 265858, 1404064.3386790655, 150, 262290, 1358474.9237805833, 150, 272772, 1383636.7607533417, 150, 
258834, 1371747.070850239, 151, 275514, 1405847.06336122, 151, 261799, 1370938.81996388, 151, 272434, 1388394.7528537032, 151, 273648, 1422416.3787671025, 151, 267307, 1411336.6108718435, 151, 268714, 1383977.6920497878, 151, 265858, 1403288.108957199, 151, 262290, 1358474.9237805833, 150, 272772, 1369731.3714508098, 151, 
257800, 1367988.6972314115, 152, 275514, 1404121.994605426, 152, 261799, 1369649.702286442, 152, 272434, 1385300.0637960017, 152, 273648, 1416762.1365139056, 152, 267307, 1411244.9388803847, 152, 268714, 1381853.0835484865, 152, 265858, 1399978.846270451, 152, 262290, 1354067.451765535, 152, 272772, 1366424.896427573, 152, 
257800, 1362519.541244331, 153, 275514, 1398636.0726770884, 153, 261799, 1365953.3046841754, 153, 272434, 1382654.124179875, 153, 274938, 1417155.0448537602, 153, 267307, 1408178.4886527602, 153, 268714, 1379866.5371994853, 153, 265858, 1399801.0926192785, 153, 262697, 1350132.7948108155, 153, 272772, 1366424.896427573, 152, 
257800, 1362519.541244331, 153, 275514, 1396659.1836476405, 154, 261799, 1354056.3617702264, 154, 272434, 1379301.2269983436, 154, 274234, 1408493.4124796705, 154, 267307, 1407767.2880304467, 154, 268714, 1378975.9259368784, 154, 265858, 1395043.2740132015, 154, 262697, 1348960.8616962929, 154, 272772, 1362086.994596717, 154, 
258090, 1360976.640644199, 155, 275514, 1394668.3374113555, 155, 261799, 1348209.695994038, 155, 272434, 1379301.2269983436, 154, 274234, 1401034.9565402654, 155, 267166, 1404175.9963512106, 155, 268714, 1378975.9259368784, 154, 265858, 1390919.4681750964, 155, 262697, 1343171.980522753, 155, 272772, 1360216.2341616706, 155, 
258090, 1360410.8525476942, 156, 275514, 1392587.3238762286, 156, 261799, 1344029.9233492715, 156, 272434, 1378375.1085015044, 156, 274234, 1401034.9565402654, 155, 267166, 1400850.6516281976, 156, 268714, 1377569.1093154384, 156, 265858, 1388328.149145232, 156, 262697, 1340958.559118084, 156, 272772, 1360033.496639169, 156, 
258090, 1360282.4342174334, 157, 275514, 1389336.7847181587, 157, 261799, 1340725.6262594357, 157, 272434, 1377354.6459669066, 157, 274384, 1399434.6298224286, 157, 267166, 1400833.1830701104, 157, 268714, 1374688.6660295716, 157, 265858, 1386193.2979962416, 157, 262697, 1336078.3767187784, 157, 272772, 1354345.1891653119, 157, 
256396, 1352422.5323215085, 158, 275514, 1387867.9167551317, 158, 261799, 1340725.6262594357, 158, 272434, 1376441.0670154637, 158, 274384, 1396816.1922300411, 158, 267166, 1398037.1483409812, 158, 268714, 1373537.5852324842, 158, 265858, 1385799.2679356912, 158, 262697, 1335109.1289579573, 158, 272772, 1352026.8733491637, 158, 
257354, 1348907.781672079, 159, 275514, 1377991.2024064458, 159, 261799, 1339674.997610822, 159, 272434, 1372740.302683659, 159, 273648, 1375763.5796658436, 159, 267166, 1384129.2905988607, 159, 268714, 1372748.0656091555, 159, 265858, 1382437.952601663, 159, 265975, 1354344.7544894011, 159, 272772, 1352026.8733491637, 158, 
257354, 1346911.4953575004, 160, 275514, 1377991.2024064458, 159, 260921, 1332529.9997692115, 160, 272434, 1369148.586230263, 160, 273648, 1375763.5796658436, 159, 267166, 1380173.7376759031, 160, 267643, 1366484.4323343097, 160, 265858, 1375461.9028396884, 160, 265975, 1354344.7544894011, 159, 272772, 1349339.3809631583, 160, 
