Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
259617, 1897034.9396810746, 22, 270626, 2017836.2474186493, 22, 267751, 1994584.838268994, 22, 269002, 1955336.417719592, 22, 256773, 1902592.2511813275, 22, 262419, 1976570.6162708218, 22, 270285, 2007508.1013091225, 22, 260280, 2005258.5473970799, 22, 271100, 2045060.6950376758, 22, 265498, 1976301.5819485046, 22, 
259617, 1886937.4127440383, 23, 271167, 2001676.6486589897, 23, 267751, 1988335.4650366872, 23, 269002, 1948029.1641298665, 23, 256773, 1900909.7623868599, 23, 263674, 1973304.8504828846, 23, 270285, 1993900.7721966554, 23, 259630, 1991061.4741013357, 23, 271569, 2037717.821239117, 23, 265498, 1968481.450423376, 23, 
259617, 1873734.8314264645, 24, 271770, 2003081.006891401, 24, 267751, 1975647.202164179, 24, 269002, 1934236.7546611864, 24, 256773, 1892282.9585873233, 24, 263674, 1966302.3582134384, 24, 270285, 1987110.012903665, 24, 259630, 1987184.9555346267, 24, 271569, 2029219.4081087369, 24, 265498, 1957664.5964737472, 24, 
259617, 1863349.9699222664, 25, 271770, 1994253.5463146393, 25, 268242, 1959209.0675595987, 25, 269002, 1924455.2700965323, 25, 256773, 1884961.8908787458, 25, 263674, 1956661.4711634296, 25, 264330, 1911921.159216161, 25, 259630, 1970925.3960716082, 25, 271569, 2018251.0061353585, 25, 265498, 1951694.5892366932, 25, 
259617, 1857420.8409598158, 26, 271770, 1981358.2937425228, 26, 266216, 1929612.5809946028, 26, 269002, 1920167.139254634, 26, 256773, 1878254.1481009175, 26, 261204, 1908321.985450986, 26, 264330, 1908062.2402785178, 26, 259630, 1966039.496954477, 26, 267376, 1962613.5308973189, 26, 265498, 1946820.9685732496, 26, 
259617, 1845107.6810343498, 27, 271898, 1970702.770881648, 27, 266216, 1919713.768755515, 27, 269002, 1915396.9911302116, 27, 256773, 1867007.288841866, 27, 261204, 1906051.509586865, 27, 264330, 1899810.5582016348, 27, 259630, 1963997.8768014759, 27, 267426, 1949191.607253185, 27, 265498, 1941399.4822842807, 27, 
262832, 1884647.4006186584, 28, 271898, 1961357.5607414308, 28, 266216, 1908036.3555612525, 28, 268452, 1897207.8513047646, 28, 262184, 1947456.4896916628, 28, 261204, 1897300.5868882358, 28, 263862, 1885718.030909682, 28, 259630, 1959006.3979791193, 28, 267426, 1940809.5071452567, 28, 265498, 1936842.6051551283, 28, 
262832, 1875429.5784992676, 29, 271898, 1957856.701982458, 29, 266216, 1900194.9325204284, 29, 269982, 1896234.305389257, 29, 262549, 1927722.2812109974, 29, 261667, 1892001.3784087745, 29, 263862, 1876450.4723142374, 29, 259630, 1953408.9860323176, 29, 267426, 1932522.4823370385, 29, 265498, 1935557.7716509418, 29, 
261868, 1863410.399765242, 30, 271898, 1951166.4907500227, 30, 266216, 1895015.0541108262, 30, 269982, 1881632.3789880655, 30, 258866, 1871274.5836450171, 30, 262114, 1887617.2938605184, 30, 264330, 1877541.378719945, 30, 259630, 1948763.4642432565, 30, 267426, 1919998.267265003, 30, 265498, 1929964.0703245283, 30, 
261868, 1858186.0644192286, 31, 272937, 1952266.0637075873, 31, 266216, 1884114.5465467763, 31, 269982, 1873938.2867406027, 31, 258866, 1866872.3392631006, 31, 261725, 1879096.1195961772, 31, 264780, 1868759.025631909, 31, 259630, 1943761.9723071503, 31, 268831, 1922584.4154049566, 31, 265498, 1915731.0653595699, 31, 
261868, 1850546.073894892, 32, 273893, 1947946.8436567357, 32, 266216, 1878752.7182071551, 32, 269982, 1867298.5089959844, 32, 258866, 1863261.5065980416, 32, 262114, 1873751.6587878074, 32, 264780, 1860948.0862621975, 32, 259630, 1932348.7101957651, 32, 268831, 1913377.7306541987, 32, 264511, 1903830.2978160393, 32, 
261868, 1843375.270862969, 33, 268873, 1901637.1300039694, 33, 266216, 1874949.2175405186, 33, 270296, 1856573.0350345664, 33, 258008, 1858458.4670740194, 33, 262114, 1870781.8527487847, 33, 266567, 1862309.5226609525, 33, 260207, 1922117.7625836292, 33, 268831, 1904938.3892215958, 33, 264511, 1900875.3401792198, 33, 
261868, 1838695.8532077032, 34, 268873, 1894166.8329319495, 34, 266216, 1872045.9321393284, 34, 270296, 1851804.8236884063, 34, 258008, 1850499.0269489205, 34, 262114, 1865071.677761871, 34, 264780, 1845952.9503056814, 34, 260207, 1916424.8067905419, 34, 268831, 1895795.9471620035, 34, 264511, 1896874.4811824732, 34, 
262068, 1834111.1131059825, 35, 268873, 1889385.2208110886, 35, 266216, 1865103.1159713494, 35, 269566, 1838162.9989698606, 35, 258600, 1844739.161996893, 35, 262114, 1859240.8512051476, 35, 265121, 1844604.0416456053, 35, 260207, 1912155.2908606604, 35, 263678, 1848455.8999743068, 35, 264511, 1890457.6891262103, 35, 
261954, 1827968.6230174263, 36, 269083, 1885766.1497038647, 36, 266065, 1858200.0467823567, 36, 269566, 1832546.066110065, 36, 256228, 1820834.9579511457, 36, 262989, 1853983.024409894, 36, 265121, 1841835.0462901646, 36, 260207, 1906196.8578686272, 36, 263678, 1842937.2862587762, 36, 263025, 1877406.892256542, 36, 
261954, 1818709.353529004, 37, 269204, 1877858.0574349642, 37, 266065, 1854660.4385333222, 37, 269566, 1826323.3464397888, 37, 256228, 1818799.6158283716, 37, 262155, 1846096.965516179, 37, 265121, 1838031.577445463, 37, 261087, 1900825.074259084, 37, 263678, 1841230.848246815, 37, 263025, 1870478.7322599199, 37, 
261954, 1813123.3498688065, 38, 269204, 1871025.217415999, 38, 266065, 1849778.920187205, 38, 269566, 1815060.0564339382, 38, 256228, 1805873.7632007878, 38, 262155, 1842423.8102720964, 38, 265121, 1832683.3483484301, 38, 262167, 1891765.9859806572, 38, 263678, 1830586.5104388073, 38, 263025, 1863783.622101816, 38, 
261954, 1808365.4416659437, 39, 269919, 1869363.3161565696, 39, 262860, 1817679.4126729064, 39, 267507, 1788868.207589096, 39, 256533, 1798708.8898787554, 39, 262155, 1837854.7502329412, 39, 265121, 1832008.4882410218, 39, 261771, 1878370.5301097278, 39, 263678, 1821335.454399244, 39, 263025, 1854785.107962625, 39, 
262068, 1802697.1642925441, 40, 269919, 1856789.829114006, 40, 263682, 1808085.3562108777, 40, 268362, 1782259.6811501645, 40, 256533, 1793423.0775355194, 40, 262155, 1834326.7381320994, 40, 265121, 1826756.8635136753, 40, 261771, 1874124.2186795832, 40, 263678, 1812981.9341094864, 40, 263958, 1843134.4819408553, 40, 
262068, 1791152.8487343546, 41, 269919, 1848707.123145262, 41, 263682, 1799418.4240895908, 41, 270633, 1785223.7296578016, 41, 256533, 1784349.2206669443, 41, 259842, 1826415.9139666173, 41, 265945, 1824311.552941652, 41, 261771, 1868811.0079652532, 41, 263465, 1800543.6789552192, 41, 263958, 1838932.3119803332, 41, 
260377, 1772290.0787341178, 42, 269919, 1843769.3816293345, 42, 263682, 1791599.3138024653, 42, 270633, 1783961.1154986843, 42, 256533, 1778015.185302172, 42, 259842, 1826415.9139666173, 41, 265945, 1821055.4470483684, 42, 261632, 1857141.224481411, 42, 263225, 1795458.291346576, 42, 266428, 1827597.9222493756, 42, 
260377, 1765699.4804319774, 43, 270556, 1838247.21494927, 43, 263682, 1786180.8028413877, 43, 270796, 1782449.1631934936, 43, 256533, 1776743.5464407813, 43, 259842, 1824481.0488287986, 43, 269967, 1825237.6588618192, 43, 261632, 1852036.4911677174, 43, 264031, 1791238.8799426204, 43, 266428, 1814079.8091513726, 43, 
260377, 1756813.9937376946, 44, 270556, 1830319.1229433059, 44, 263682, 1780178.5921586733, 44, 271325, 1771022.6185531698, 44, 256533, 1763642.0203561424, 44, 260123, 1815818.0099981423, 44, 269967, 1822241.1559305238, 44, 261632, 1849510.835687797, 44, 264031, 1785584.6604674587, 44, 265744, 1807586.6440345445, 44, 
261575, 1759008.019383781, 45, 270556, 1824959.0150011475, 45, 263682, 1771239.8737087492, 45, 271325, 1756123.1789635865, 45, 256533, 1755479.2718908458, 45, 260123, 1814477.1654192246, 45, 269967, 1805441.8340173399, 45, 261632, 1837364.529271414, 45, 264031, 1775170.3126838636, 45, 265744, 1797452.0623979934, 45, 
257331, 1722019.5711905302, 46, 271211, 1827057.2721758704, 46, 263682, 1757798.4234359013, 46, 271325, 1752165.428638865, 46, 256533, 1743394.5614278354, 46, 260123, 1812218.088995945, 46, 269967, 1797163.2363809273, 46, 261632, 1828629.6833244197, 46, 264031, 1769861.9465955324, 46, 265744, 1789648.2136508634, 46, 
257331, 1717428.1942747866, 47, 271211, 1820646.2909632328, 47, 264051, 1753942.853648918, 47, 271325, 1749947.7628551566, 47, 256533, 1730165.6954914804, 47, 259315, 1797093.5077624994, 47, 269967, 1794277.324663139, 47, 261086, 1824887.2824414584, 47, 264031, 1757730.03627939, 47, 268267, 1780817.5112966008, 47, 
257331, 1713169.7856889085, 48, 268031, 1797542.3579277042, 48, 264051, 1750972.491545464, 48, 271325, 1740619.6628594676, 48, 256533, 1718522.0353588983, 48, 259315, 1795240.695750181, 48, 269967, 1787462.380432452, 48, 261086, 1820872.9048118864, 48, 263496, 1754524.4613145483, 48, 268267, 1775136.039954088, 48, 
259037, 1737061.735768573, 49, 268031, 1792816.7794017254, 49, 264051, 1745962.0334709696, 49, 271325, 1738524.5080354537, 49, 256861, 1717431.614516529, 49, 259315, 1786177.661812638, 49, 269967, 1779958.144378846, 49, 261086, 1815721.4926289702, 49, 262880, 1746165.7542098921, 49, 267313, 1761936.4015810236, 49, 
259037, 1735283.6407243027, 50, 268031, 1784708.0163978238, 50, 264051, 1736427.3376291047, 50, 270836, 1723614.794356089, 50, 256861, 1711107.2154355885, 50, 259315, 1782445.4685130052, 50, 269967, 1777135.8119448014, 50, 261086, 1807747.7772956504, 50, 262682, 1733598.3021125244, 50, 267313, 1756863.738771502, 50, 
259037, 1730738.0858878004, 51, 268031, 1774401.1029580596, 51, 264051, 1730957.3846209073, 51, 270836, 1711238.9173677526, 51, 268803, 1814476.6970210893, 51, 259315, 1775867.920264186, 51, 267898, 1758759.1088043347, 51, 261086, 1787280.130183629, 51, 262682, 1731179.7418128115, 51, 267313, 1755416.468725706, 51, 
259037, 1722709.9005536824, 52, 268031, 1770974.295922102, 52, 264051, 1724467.3738391038, 52, 270836, 1710375.06452826, 52, 270010, 1817168.9159588343, 52, 259315, 1771902.7851863175, 52, 267898, 1753996.7214496988, 52, 261086, 1780421.7257251989, 52, 262682, 1713611.3204372185, 52, 267313, 1740945.0656603773, 52, 
259037, 1714004.161161656, 53, 268031, 1753152.7950630086, 53, 263343, 1716905.026670633, 53, 270836, 1703957.3610211457, 53, 270010, 1808750.1447724784, 53, 259315, 1768364.9442704218, 53, 267898, 1746092.9405469077, 53, 261086, 1775600.7201517948, 53, 262682, 1710709.7238224365, 53, 267313, 1734240.1315469213, 53, 
259037, 1709066.8566805723, 54, 272432, 1776617.6759805686, 54, 263343, 1713069.3014060515, 54, 270836, 1701385.67790607, 54, 270555, 1806584.4686603954, 54, 259315, 1764126.6862913466, 54, 269859, 1743291.0517281836, 54, 261086, 1770939.2974707359, 54, 263888, 1707047.3635504933, 54, 267313, 1731908.6087528192, 54, 
257265, 1703029.109052584, 55, 272432, 1773638.638115117, 55, 263343, 1712967.9627108555, 55, 270836, 1691656.3527937303, 55, 270555, 1802241.1058981318, 55, 259315, 1760822.5217813838, 55, 268779, 1733122.8552090407, 55, 261086, 1769094.9267993663, 55, 263888, 1705839.499790592, 55, 267313, 1720672.2871634362, 55, 
257265, 1697525.4969465155, 56, 272432, 1768346.5060214775, 56, 263343, 1708214.543771193, 56, 270836, 1688616.084234593, 56, 270555, 1791659.9776339475, 56, 259315, 1756105.1166534056, 56, 268779, 1727398.9593375782, 56, 261086, 1766535.1425668027, 56, 263888, 1703009.2861254883, 56, 267899, 1710402.123043011, 56, 
257265, 1695188.47224626, 57, 272776, 1766787.3893208485, 57, 263343, 1700992.0821267772, 57, 270836, 1683351.0710339784, 57, 270770, 1789070.8137687475, 57, 259315, 1746877.1870185921, 57, 268779, 1726011.242942515, 57, 261086, 1763613.2540702566, 57, 265484, 1706080.245887436, 57, 268615, 1702900.5230148942, 57, 
257265, 1693141.171614444, 58, 272776, 1765091.648789207, 58, 263343, 1682500.7382583525, 58, 270836, 1677870.0765400864, 58, 270795, 1780004.9144159206, 58, 259315, 1741039.1790238577, 58, 268779, 1722232.1608469118, 58, 261086, 1757268.6135282, 58, 263025, 1689368.8569207285, 58, 268615, 1697931.6528836417, 58, 
257265, 1682302.089955344, 59, 272776, 1758593.8755526505, 59, 263114, 1674625.3186712966, 59, 270836, 1669560.4380675843, 59, 270795, 1777079.1748350735, 59, 259315, 1729729.5077908349, 59, 268779, 1715680.641895625, 59, 261086, 1748308.0700155047, 59, 263025, 1684032.2487953147, 59, 269782, 1695744.8482210613, 59, 
256264, 1672925.1413954396, 60, 272776, 1757677.975919947, 60, 263114, 1670958.8538339878, 60, 270836, 1667504.418477246, 60, 270795, 1774731.3156316157, 60, 259315, 1719846.3397305014, 60, 268779, 1710613.6414454274, 60, 261086, 1737369.404879173, 60, 263025, 1681084.9263426973, 60, 269782, 1693999.5198314271, 60, 
256264, 1672833.112120328, 61, 272776, 1757677.975919947, 60, 263114, 1663844.2318804953, 61, 270420, 1661800.8288700483, 61, 270795, 1769468.3012621629, 61, 259315, 1716467.797095178, 61, 268779, 1706056.9918786162, 61, 261086, 1735348.3006091465, 61, 263422, 1671764.4913957356, 61, 269782, 1689904.684844078, 61, 
256264, 1671139.6347450262, 62, 272776, 1747005.5767398998, 62, 262068, 1656650.8544303472, 62, 270420, 1656117.2419070066, 62, 270795, 1762409.4026003985, 62, 259315, 1709725.5119189438, 62, 268779, 1706056.9918786162, 61, 261086, 1732926.7121607135, 62, 263422, 1667486.8999470458, 62, 269782, 1689406.851677266, 62, 
256264, 1666844.851439852, 63, 272776, 1741668.6942547355, 63, 260095, 1654322.3206900894, 63, 270420, 1649438.5280876504, 63, 270795, 1758004.3862974844, 63, 259315, 1707004.841093549, 63, 267823, 1693892.8200302501, 63, 261086, 1729368.1802505117, 63, 263422, 1661008.039546107, 63, 269782, 1687554.220732168, 63, 
256264, 1666203.9273357785, 64, 272776, 1736288.9309237706, 64, 260095, 1648239.8867125842, 64, 270661, 1640928.3804727143, 64, 270133, 1749235.885439556, 64, 258740, 1699552.423294222, 64, 267823, 1690296.8699598252, 64, 261086, 1723050.9097721104, 64, 263886, 1660529.014009317, 64, 269782, 1682525.9720799676, 64, 
256264, 1666108.166967338, 65, 272776, 1732896.8497540778, 65, 260095, 1637936.0605669115, 65, 270661, 1636424.1513973388, 65, 270133, 1741453.466334161, 65, 258204, 1693317.2430427093, 65, 267823, 1681782.909382965, 65, 261086, 1716306.4798338977, 65, 263886, 1651245.8170107212, 65, 270251, 1678596.8196023246, 65, 
256264, 1662762.0314950533, 66, 272776, 1722990.250488576, 66, 260095, 1637682.2284858886, 66, 271232, 1637902.9726078806, 66, 270184, 1735650.9902908194, 66, 258204, 1688391.9075504509, 66, 267823, 1674182.8655624678, 66, 261086, 1710500.9491971226, 66, 263886, 1647973.905830566, 66, 270251, 1676118.8209573498, 66, 
256264, 1661818.1455374344, 67, 272776, 1721001.3630315545, 67, 260095, 1631193.3994147563, 67, 271232, 1625067.288469197, 67, 270184, 1729447.2565554401, 67, 258204, 1680806.0618627374, 67, 267823, 1660154.5296696543, 67, 261086, 1704138.5434825625, 67, 263886, 1646055.7829057446, 67, 270251, 1666491.53342132, 67, 
256264, 1658626.931571981, 68, 272776, 1711417.8060337405, 68, 258887, 1625171.140594802, 68, 269660, 1617570.1071075995, 68, 270184, 1724464.6984511751, 68, 258204, 1677535.6011076872, 68, 267823, 1654053.7429073907, 68, 261632, 1702561.7221621429, 68, 263886, 1633572.8930074472, 68, 270251, 1661709.249402733, 68, 
256264, 1658323.229805483, 69, 272776, 1710186.130223437, 69, 259414, 1618140.0409512513, 69, 269660, 1614140.7912845768, 69, 270935, 1722954.5725616068, 69, 258204, 1673706.556833689, 69, 267823, 1652244.1297845393, 69, 262082, 1699265.8716363125, 69, 263886, 1629612.651302586, 69, 270251, 1658338.224272757, 69, 
256264, 1653949.9738300089, 70, 272776, 1699243.1316978054, 70, 259414, 1614163.533270848, 70, 269660, 1608310.0621364808, 70, 270935, 1720979.198076177, 70, 258204, 1672266.7360829443, 70, 267574, 1649640.884247892, 70, 262082, 1689878.8342919692, 70, 263886, 1622363.3799818454, 70, 270251, 1654190.940902051, 70, 
256264, 1651698.152932735, 71, 272776, 1693443.4770496467, 71, 259414, 1609462.9485870078, 71, 269660, 1607793.8288291541, 71, 270935, 1714870.7072491357, 71, 258204, 1665143.2995544125, 71, 267574, 1644083.376796371, 71, 262082, 1688542.8278200722, 71, 263886, 1614611.50072738, 71, 270251, 1648904.096832014, 71, 
256264, 1648251.818152628, 72, 273077, 1691320.3131345552, 72, 259414, 1601887.997409447, 72, 269660, 1603810.3189350825, 72, 270935, 1710274.4628097578, 72, 258204, 1663992.4698703485, 72, 267574, 1636457.8121539385, 72, 262764, 1683970.1426871144, 72, 263886, 1611320.542537875, 72, 270251, 1637266.7707291655, 72, 
256807, 1647449.1170253248, 73, 273077, 1679867.2954823854, 73, 259414, 1587894.610787886, 73, 269660, 1596657.567482155, 73, 270935, 1707053.9620530854, 73, 258204, 1658306.0900017116, 73, 267574, 1633668.2850202788, 73, 262764, 1679091.1269614121, 73, 263422, 1604794.1695660802, 73, 271366, 1642463.6720502984, 73, 
256807, 1647228.5501995438, 74, 273077, 1668730.3146134038, 74, 259414, 1584169.091744131, 74, 269660, 1594157.9196802445, 74, 262716, 1661831.3550185922, 74, 258591, 1655641.417089621, 74, 267574, 1629702.73700093, 74, 262764, 1670830.9693537639, 74, 263422, 1602628.4951910337, 74, 271366, 1639703.2338342688, 74, 
256807, 1646360.0337525052, 75, 273077, 1659742.9779778942, 75, 259414, 1578978.2805769537, 75, 269660, 1588666.298783166, 75, 262716, 1657957.140344178, 75, 258591, 1653330.8854994937, 75, 267574, 1626941.8154664706, 75, 263130, 1670468.7029003808, 75, 263422, 1594139.7463170588, 75, 271366, 1638532.7401650832, 75, 
256807, 1642112.9222609403, 76, 273077, 1653226.5162136746, 76, 259414, 1574858.370683265, 76, 269660, 1586759.5301439774, 76, 263675, 1654405.8950756204, 76, 258591, 1645477.1604172904, 76, 267574, 1616024.127900813, 76, 264236, 1666424.2960851502, 76, 265467, 1593608.8606107493, 76, 271366, 1634922.5760715844, 76, 
256807, 1640300.6051111743, 77, 273077, 1650460.1216471153, 77, 259414, 1574858.370683265, 76, 269660, 1583126.4336971561, 77, 263675, 1648079.2282195534, 77, 258591, 1641900.9708755084, 77, 267574, 1608400.4024880729, 77, 264236, 1666041.4412069395, 77, 265467, 1591089.245816265, 77, 271366, 1629493.30082868, 77, 
256807, 1637528.103079046, 78, 273077, 1644060.2715153839, 78, 259414, 1571871.3208598606, 78, 269660, 1581553.0567972045, 78, 263675, 1647299.4228728106, 78, 258591, 1639427.6045821405, 78, 267574, 1603328.6106987223, 78, 263867, 1657511.9382300002, 78, 265467, 1584671.287068259, 78, 271366, 1622795.589258345, 78, 
256807, 1631713.0656232643, 79, 273077, 1642635.868529609, 79, 260350, 1562926.3892372164, 79, 269660, 1577930.628635496, 79, 263675, 1641156.0096160502, 79, 258591, 1638177.6864928296, 79, 268675, 1602358.0412056383, 79, 263867, 1651199.8058161826, 79, 265699, 1584300.4048125409, 79, 271366, 1615550.6729920781, 79, 
