4456426.4340246385, 26, 3.156999237E9
4459600.903226703, 66, 4.070463545E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
48856.26909624897, 1055081, 1
49131.264717681755, 1057789, 0
49311.1098899785, 1063989, 1
50558.3033859974, 1071282, 0
52231.2023860796, 1074224, 1
52427.679393373124, 1075403, 1
53033.50729437365, 1078286, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
45786.58677395778, 1045207, 170
45903.51389259801, 1047621, 52
45967.89316807896, 1048063, 221
46003.2627889959, 1052343, 102
46206.06399646509, 1056701, 45
47083.16883312712, 1057640, 231
47131.9174217978, 1058207, 217
47137.24125627206, 1059487, 129
47384.13194554096, 1061287, 202
47498.07061925753, 1066607, 249
47533.46276148128, 1069158, 218
48376.34289195299, 1069457, 162
48669.167254715016, 1069948, 181
48751.39891286413, 1070049, 74
48753.14070643911, 1071807, 209
49043.17064076497, 1071872, 224
49165.1193182936, 1072921, 141
49505.78188174854, 1074843, 104
49622.54526438497, 1075091, 216
49859.63060681093, 1075905, 213
50102.927211570444, 1077704, 200
50489.03978205052, 1078068, 20
50743.351796295305, 1078349, 249
50879.28139375927, 1078974, 179
51041.91934544442, 1079742, 137
51116.30456186778, 1081451, 196
51733.63503522794, 1081565, 129
51828.709639130546, 1082140, 224
52113.57098823158, 1084126, 236
52419.060897436226, 1084891, 126
52678.98398896147, 1086338, 221
52830.0998779608, 1086962, 224
54266.68315120796, 1089735, 219
56308.34552633297, 1089822, 224
56485.2379378562, 1092253, 185

