Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
261321, 1955660.8270791902, 24, 266036, 2008241.8527344381, 24, 263944, 1929625.1903182156, 24, 261403, 1914669.7204953786, 24, 266546, 1967325.8171799053, 24, 264353, 1965656.4895151681, 24, 266160, 1897882.8415458188, 24, 270446, 2040883.1891768705, 24, 258095, 1913857.1739511455, 24, 259338, 1931812.7917902905, 24, 
260028, 1925593.0767335766, 25, 266036, 1998112.2565931063, 25, 263944, 1916250.7068564296, 25, 261403, 1908832.770033691, 25, 266546, 1964121.6079487966, 25, 264353, 1954149.4704052466, 25, 266828, 1897133.0076832448, 25, 271316, 2030215.4173049624, 25, 257708, 1908013.8431998922, 25, 259338, 1925836.5083234003, 25, 
260028, 1918485.7385546598, 26, 267173, 1998507.6525515357, 26, 263944, 1908499.174826419, 26, 261403, 1900554.901858062, 26, 266546, 1960249.222456192, 26, 264353, 1947320.7979761846, 26, 267059, 1893432.4384703548, 26, 271723, 2022597.9061225827, 26, 255952, 1897870.3143349092, 26, 259338, 1919559.9869207416, 26, 
259440, 1910009.5277094303, 27, 269398, 2008122.099509808, 27, 262826, 1894856.9110149986, 27, 261403, 1890386.0834875351, 27, 266546, 1943215.0061957787, 27, 264353, 1940301.4473537076, 27, 267059, 1882044.454900047, 27, 271723, 2021410.8519610239, 27, 255149, 1885713.658626437, 27, 258171, 1911634.605227543, 27, 
259440, 1904683.8906189997, 28, 269398, 2003655.467783842, 28, 262826, 1888346.2498748067, 28, 261403, 1872011.8068180399, 28, 266546, 1934124.5776166047, 28, 264591, 1938003.1438457652, 28, 267511, 1873022.5783497423, 28, 271723, 2011009.3537885442, 28, 255149, 1883399.9243410744, 28, 259646, 1902909.9308814225, 28, 
259440, 1897449.8251341758, 29, 269398, 1991365.6850813113, 29, 260786, 1852513.785233689, 29, 261403, 1867455.580024821, 29, 263855, 1911220.5936202526, 29, 264591, 1934692.5417272646, 29, 267511, 1870144.0736283695, 29, 272936, 2012802.3864602358, 29, 255149, 1876723.1009741838, 29, 259646, 1892099.3516706598, 29, 
259440, 1889176.5209300206, 30, 269398, 1982261.4093127435, 30, 260786, 1847053.7218086785, 30, 263452, 1876558.7312758043, 30, 265651, 1900653.8016188492, 30, 264591, 1926612.8419621878, 30, 268423, 1861911.836580227, 30, 272936, 1998552.6582237454, 30, 255149, 1875286.77424706, 30, 259646, 1882651.70731315, 30, 
259440, 1883436.6759574576, 31, 269398, 1974419.6884376726, 31, 260786, 1841501.9140028236, 31, 263452, 1873344.522403962, 31, 265651, 1889620.3308821002, 31, 264591, 1918472.9920714668, 31, 268423, 1859658.7488699357, 31, 272936, 1994430.8197401199, 31, 255149, 1859825.1854795064, 31, 258255, 1872609.8794775084, 31, 
259440, 1880917.0941336798, 32, 269398, 1969444.7868221432, 32, 260786, 1836683.200441564, 32, 263452, 1863086.9904059463, 32, 265651, 1877676.665644497, 32, 263865, 1884591.7186059994, 32, 267640, 1845698.0862994834, 32, 273020, 1986248.220661458, 32, 256831, 1848271.3755811185, 32, 258255, 1856273.1140393312, 32, 
259440, 1874068.4077038697, 33, 269398, 1963600.808792494, 33, 260786, 1828874.7974976436, 33, 263480, 1844334.7109115652, 33, 265651, 1871543.36309657, 33, 263865, 1876162.3600259135, 33, 267640, 1841816.7941154775, 33, 273020, 1977943.5966773406, 33, 256831, 1837182.441743632, 33, 258255, 1850941.1772228286, 33, 
259440, 1862623.8387870674, 34, 272005, 1962510.716623384, 34, 260786, 1824064.6180849252, 34, 263480, 1834848.1018128896, 34, 265651, 1860182.1057626593, 34, 264130, 1868000.7278707656, 34, 267640, 1838203.5065772643, 34, 273020, 1974755.3898781263, 34, 256831, 1833275.0897843908, 34, 258255, 1845572.2556682786, 34, 
259516, 1859830.9653469315, 35, 272005, 1949357.013679705, 35, 260786, 1818147.248515549, 35, 263480, 1826918.9244466093, 35, 264563, 1846206.0729570936, 35, 264130, 1860186.6015863135, 35, 267907, 1831439.9176313179, 35, 273020, 1965155.6058808244, 35, 256831, 1822307.3235885606, 35, 254949, 1826794.9876770298, 35, 
260299, 1854936.6033050814, 36, 272005, 1942971.9534849173, 36, 260786, 1803974.6970961583, 36, 263480, 1825537.040737795, 36, 263048, 1827037.0175541039, 36, 265718, 1855534.2648471743, 36, 270106, 1832339.2167090164, 36, 273020, 1960949.620402194, 36, 256831, 1816481.4939101362, 36, 254949, 1814941.6497418312, 36, 
260299, 1853052.2642008918, 37, 272005, 1942348.506616132, 37, 260498, 1791770.9219692894, 37, 265121, 1821980.376158233, 37, 263748, 1822294.7915761636, 37, 265718, 1846694.50877273, 37, 270106, 1826255.7294817837, 37, 273020, 1952613.7003146815, 37, 256831, 1813135.6030628954, 37, 254201, 1808122.875993234, 37, 
260299, 1846208.3992325247, 38, 272005, 1936091.256420828, 38, 260498, 1781975.1089083198, 38, 265121, 1810180.4361769573, 38, 263748, 1813204.5627132945, 38, 265718, 1836567.3542301757, 38, 270894, 1824017.4590923688, 38, 273020, 1946883.0443809233, 38, 256267, 1808947.862722022, 38, 254201, 1806050.74838542, 38, 
257847, 1807660.275363347, 39, 272005, 1932420.465632821, 39, 260498, 1775075.0384966768, 39, 265121, 1808357.4924946802, 39, 263748, 1804819.5826663862, 39, 265278, 1825481.0482005854, 39, 270894, 1816278.4663320612, 39, 268157, 1906147.177744089, 39, 256267, 1803148.8744835448, 39, 254201, 1797689.4834836721, 39, 
257847, 1803029.6161621325, 40, 272464, 1928790.7446817278, 40, 260498, 1763634.7188094964, 40, 265121, 1803413.180737377, 40, 263748, 1801188.3429367582, 40, 265278, 1818873.6033063857, 40, 270894, 1814406.0862926727, 40, 268127, 1899333.8379726904, 40, 255998, 1798627.47264585, 40, 254201, 1795033.3733700085, 40, 
257847, 1802458.8300211248, 41, 272464, 1925992.20419207, 41, 260498, 1757815.5733906354, 41, 265121, 1796486.5826451152, 41, 263748, 1798224.1771122476, 41, 265166, 1815168.0127580182, 41, 270894, 1808337.6437027855, 41, 265425, 1859957.312726235, 41, 255998, 1788843.6258779368, 41, 254201, 1790242.1010720087, 41, 
257847, 1797163.1678148778, 42, 272464, 1920216.8034938495, 42, 260498, 1754285.0617653942, 42, 265121, 1791162.133269157, 42, 263748, 1788179.3103560966, 42, 265166, 1810087.6546258135, 42, 270894, 1808368.0179290639, 42, 265425, 1852968.3035876516, 42, 255998, 1777001.4048610798, 42, 254201, 1784561.2930160812, 42, 
257847, 1784344.055874133, 43, 272464, 1905933.7248843163, 43, 261569, 1772453.8312514497, 43, 265121, 1788155.2941764232, 43, 265582, 1779509.6359546653, 43, 264932, 1793826.286865154, 43, 271254, 1800870.3472083828, 43, 265425, 1847364.65626649, 43, 255998, 1770679.8181226037, 43, 254201, 1769873.933288752, 43, 
257847, 1781441.8187611084, 44, 272464, 1895719.5668848883, 44, 263221, 1770684.7429337045, 44, 265121, 1784606.0259203354, 44, 265582, 1772733.4831526603, 44, 264932, 1791177.1370453348, 44, 271254, 1796423.0397086602, 44, 265949, 1847305.276227152, 44, 255998, 1762419.588911947, 44, 254201, 1765963.9007117245, 44, 
257847, 1778187.2426907956, 45, 272464, 1884757.7254648125, 45, 263221, 1760183.7161251383, 45, 265121, 1781163.6164210716, 45, 265582, 1767612.1765690378, 45, 264932, 1788341.468554471, 45, 271254, 1794221.9791011468, 45, 265949, 1842709.259817456, 45, 255592, 1755247.9394960632, 45, 254201, 1758644.535661182, 45, 
257847, 1776543.4001022708, 46, 272464, 1882222.2070798832, 46, 263221, 1745121.0400396062, 46, 265121, 1778671.6090356752, 46, 265582, 1757853.651709379, 46, 264932, 1785051.2375634548, 46, 271254, 1780925.0220338588, 46, 265949, 1838560.0291444673, 46, 255592, 1749404.515958342, 46, 254201, 1754284.4644200117, 46, 
257847, 1771104.2657669974, 47, 272464, 1873028.390855336, 47, 263221, 1729575.9417443436, 47, 265121, 1770204.6129182165, 47, 265582, 1753666.6226869307, 47, 264932, 1776869.2002426453, 47, 271254, 1773179.7400726976, 47, 265949, 1829587.05424366, 47, 254845, 1738806.8932259416, 47, 254201, 1752414.162962005, 47, 
257550, 1761605.1246672818, 48, 272464, 1861211.2419694578, 48, 263221, 1716197.5710484404, 48, 265121, 1758644.658983397, 48, 265582, 1748204.8941553223, 48, 264932, 1775362.6255351359, 48, 271254, 1767262.7321554497, 48, 265367, 1819787.2237922081, 48, 254436, 1729945.1184775732, 48, 254201, 1749684.1450010221, 48, 
257550, 1757373.4399106964, 49, 272464, 1858908.443340842, 49, 267912, 1791790.415699248, 49, 265121, 1751299.0102170904, 49, 264827, 1741015.8117043609, 49, 264932, 1769352.5339229328, 49, 271982, 1763653.1823374121, 49, 265587, 1818067.8165898938, 49, 253247, 1698587.3149577894, 49, 254201, 1741802.2624428049, 49, 
257550, 1754895.8405778836, 50, 272464, 1845364.5434130065, 50, 267940, 1790098.3054421635, 50, 262579, 1731258.0883913985, 50, 266464, 1733690.70852532, 50, 264932, 1764476.035631933, 50, 272245, 1760273.7311469319, 50, 265587, 1814957.578759069, 50, 253247, 1697825.8356205004, 50, 254201, 1738653.2817942682, 50, 
257550, 1753841.656707115, 51, 272464, 1843664.008160813, 51, 267940, 1784073.6024607313, 51, 262579, 1718833.4966276246, 51, 266464, 1722446.775570761, 51, 264932, 1756362.722689478, 51, 272245, 1758890.1013761593, 51, 265587, 1810305.5818528591, 51, 254303, 1697688.555533609, 51, 254201, 1736888.576288594, 51, 
257550, 1746789.8248714725, 52, 272464, 1841675.4631953, 52, 267940, 1773385.618837446, 52, 262579, 1713763.373534822, 52, 266464, 1721207.7195511064, 52, 264932, 1749875.7590785518, 52, 272245, 1750298.9001874714, 52, 266690, 1805905.8047365285, 52, 254303, 1690740.591101469, 52, 254201, 1728221.4992819955, 52, 
257550, 1740904.4626735076, 53, 272464, 1839489.1349259352, 53, 267940, 1768948.8382814794, 53, 262579, 1711299.1662356812, 53, 266464, 1719167.6187626938, 53, 264932, 1731697.274263106, 53, 272599, 1742327.1135506656, 53, 266690, 1805851.9761819718, 53, 254303, 1682475.717902068, 53, 254201, 1720038.2237494467, 53, 
257001, 1730360.2127568636, 54, 272464, 1829173.1126009456, 54, 270174, 1757795.4252979478, 54, 262579, 1706878.3580347407, 54, 266464, 1715464.4910910148, 54, 265704, 1728791.4254978956, 54, 272599, 1735669.5295294859, 54, 266690, 1799782.0336580793, 54, 254303, 1670905.9253550114, 54, 254201, 1715529.7172010392, 54, 
257001, 1723351.686631352, 55, 272464, 1821948.9266930532, 55, 267231, 1734831.0171257104, 55, 262958, 1706170.5217888374, 55, 267039, 1716498.4105641632, 55, 261061, 1699712.1831405938, 55, 272599, 1723191.561217704, 55, 266690, 1794716.2431190587, 55, 254777, 1671946.7922760835, 55, 254201, 1711687.384518901, 55, 
257001, 1716475.3800998984, 56, 272579, 1816249.403622022, 56, 267231, 1729804.2071905585, 56, 262958, 1703988.8812323087, 56, 267039, 1709169.0720447768, 56, 261814, 1700174.601345057, 56, 272599, 1716470.9457348585, 56, 266690, 1792158.22952127, 56, 254777, 1665867.4336872706, 56, 254201, 1704790.3594874833, 56, 
257001, 1711394.5101075196, 57, 272579, 1816660.9476130316, 57, 267231, 1728734.005446041, 57, 262455, 1698781.0942171235, 57, 267039, 1691690.79709295, 57, 261814, 1697224.9107695923, 57, 272599, 1710809.1035003294, 57, 266690, 1789366.3081360688, 57, 255320, 1665474.580788123, 57, 254201, 1700570.3862722265, 57, 
257001, 1698692.072658291, 58, 272579, 1813668.9637885252, 58, 267231, 1725097.3928494344, 58, 262455, 1688595.0834448775, 58, 267039, 1692118.0497038034, 58, 261814, 1692815.4022803826, 58, 272599, 1707546.0840676653, 58, 264500, 1766273.5055177833, 58, 256808, 1686513.5023950532, 58, 254201, 1689043.987402984, 58, 
257246, 1697298.7517311722, 59, 272579, 1810424.7102152314, 59, 261711, 1648031.505200027, 59, 262455, 1686491.2193270302, 59, 267039, 1690165.9560081419, 59, 260351, 1678880.6279003054, 59, 272599, 1702966.07375328, 59, 264500, 1761990.9950970802, 59, 256808, 1678071.2939525677, 59, 254201, 1683889.9938212791, 59, 
257246, 1691150.930130673, 60, 272579, 1803528.6131606265, 60, 261711, 1645119.5772143623, 60, 262455, 1681797.7420806042, 60, 267039, 1683447.5248702834, 60, 260351, 1674650.0424618612, 60, 274158, 1704282.9565283195, 60, 264500, 1757094.9596395872, 60, 256808, 1675103.590322227, 60, 254201, 1678898.8033038867, 60, 
257246, 1689353.8188532789, 61, 272579, 1796109.6008705636, 61, 261711, 1643758.8831414124, 61, 262455, 1675451.975249522, 61, 267039, 1679145.0172697888, 61, 260351, 1670322.2159088212, 61, 274158, 1697210.6668896114, 61, 260109, 1712909.9993057463, 61, 256808, 1674376.228259377, 61, 254201, 1674110.3561467389, 61, 
257246, 1687703.0655811124, 62, 272579, 1786530.0713499063, 62, 261711, 1642732.2052318677, 62, 262455, 1666997.2735626865, 62, 267253, 1672566.930857154, 62, 258993, 1661352.1409262952, 62, 274158, 1692395.3464045601, 62, 260331, 1702940.5868501714, 62, 256808, 1670008.42706907, 62, 254201, 1666975.8154672002, 62, 
257246, 1681110.372001355, 63, 272579, 1776895.2894478135, 63, 261711, 1633972.5198994635, 63, 262455, 1665626.0109967561, 63, 267253, 1662297.9120665253, 63, 258993, 1656504.4136712386, 63, 274158, 1677216.1671773645, 63, 260331, 1688516.2888156236, 63, 256808, 1667265.1893550132, 63, 254201, 1666441.447182442, 63, 
258095, 1675351.9140857211, 64, 272579, 1772006.3487258002, 64, 261711, 1632765.6508935518, 64, 260713, 1640995.7182526735, 64, 267253, 1657176.89359901, 64, 258993, 1644674.6718988188, 64, 274158, 1673464.8755856254, 64, 260331, 1677116.2963031249, 64, 256808, 1665164.0014113926, 64, 254201, 1660438.1034544078, 64, 
258095, 1669716.5423345086, 65, 274102, 1770737.6878409823, 65, 261711, 1627466.414436113, 65, 260713, 1639741.3572391837, 65, 267253, 1655010.086538198, 65, 258993, 1642814.0222393915, 65, 274158, 1671213.0103770741, 65, 260331, 1674604.704401001, 65, 257359, 1660587.5521409449, 65, 253636, 1654571.857532511, 65, 
258095, 1667735.8232686175, 66, 274102, 1767535.5476625832, 66, 261711, 1620648.5179419457, 66, 261248, 1636047.1629999476, 66, 267253, 1636744.5637197644, 66, 258993, 1631384.0014562623, 66, 274332, 1666357.0404050513, 66, 260331, 1668943.7678960476, 66, 257359, 1656875.7271372385, 66, 253636, 1652850.781856858, 66, 
258095, 1664494.972214733, 67, 274102, 1764284.0027260864, 67, 261711, 1618571.9182325455, 67, 261248, 1631032.0209370083, 67, 267253, 1633937.718311315, 67, 258993, 1627649.0096578512, 67, 272624, 1652636.2110039662, 67, 260331, 1656917.7602774713, 67, 257359, 1653757.729318198, 67, 253636, 1648819.7610486872, 67, 
258095, 1655104.9704269166, 68, 274102, 1762116.3482699557, 68, 261742, 1617007.8154161517, 68, 261248, 1625765.5927363336, 68, 267253, 1631162.8793774904, 68, 258417, 1622667.6622578332, 68, 272624, 1648753.2225765174, 68, 260331, 1654074.0106591983, 68, 253101, 1626748.6601669663, 68, 253636, 1646045.6263673503, 68, 
258095, 1634752.9506091976, 69, 274102, 1759908.992304111, 69, 261742, 1608622.857555405, 69, 261248, 1621598.6142146518, 69, 267253, 1628808.781325424, 69, 258417, 1620663.7900883348, 69, 272624, 1646637.5990002297, 69, 260304, 1647851.2959745508, 69, 253101, 1622088.577634758, 69, 253636, 1637240.4379874447, 69, 
258095, 1627616.6742678338, 70, 274331, 1757780.29105663, 70, 261742, 1607529.3707033873, 70, 261248, 1618912.9005946203, 70, 267253, 1624748.6292650886, 70, 258417, 1619718.3440608296, 70, 272624, 1632450.624440626, 70, 260304, 1641024.1083192774, 70, 254052, 1619400.093210783, 70, 253636, 1626794.9932777027, 70, 
258290, 1623336.2605903095, 71, 274331, 1748004.8995628704, 71, 261742, 1594829.0993877957, 71, 261248, 1613615.736206305, 71, 267253, 1620982.7481343704, 71, 258417, 1609538.3444691885, 71, 272624, 1624964.2715959165, 71, 261415, 1639540.5726310865, 71, 254052, 1617705.985088104, 71, 253636, 1623681.1112668305, 71, 
257784, 1621427.076465548, 72, 274566, 1746904.5009578515, 72, 261803, 1591011.2948777156, 72, 261248, 1612307.989375572, 72, 268869, 1622010.7284677443, 72, 258417, 1596548.8938677378, 72, 272624, 1619127.5332413919, 72, 258804, 1611419.4762121066, 72, 254052, 1612455.987572643, 72, 253636, 1621792.5024386884, 72, 
258119, 1616930.8206823731, 73, 274102, 1738821.7912530294, 73, 263764, 1615976.363205604, 73, 261248, 1608053.5931239575, 73, 268869, 1619473.122843715, 73, 259565, 1609751.7973720827, 73, 272624, 1618386.7812914688, 73, 258804, 1606595.9692931245, 73, 254052, 1608719.3323717082, 73, 253035, 1611097.0089627549, 73, 
258119, 1612414.5822110698, 74, 274102, 1736785.7969899937, 74, 263764, 1610960.5221870688, 74, 261248, 1601801.8307297763, 74, 268869, 1614487.7691302346, 74, 259565, 1606579.3259526002, 74, 272624, 1616719.9262889845, 74, 258804, 1598310.5736432115, 74, 251825, 1595288.8109795165, 74, 253035, 1604842.9334544928, 74, 
258119, 1610634.6466340015, 75, 275396, 1739162.9085799404, 75, 264295, 1605060.4468953917, 75, 261248, 1600055.810873477, 75, 268869, 1608529.19225124, 75, 259565, 1601378.0319062802, 75, 272624, 1609135.477168701, 75, 258804, 1595563.068173616, 75, 251265, 1591466.0144867797, 75, 253035, 1598723.650032886, 75, 
258119, 1604136.264540752, 76, 275396, 1731157.8257031506, 76, 264295, 1601617.03603662, 76, 261248, 1597179.9672852198, 76, 268869, 1605756.3703026115, 76, 259565, 1594242.1844151542, 76, 272624, 1606024.5921397435, 76, 258804, 1592754.5226599858, 76, 251265, 1587907.566141959, 76, 253231, 1591697.8592316436, 76, 
258119, 1600777.0414591958, 77, 275396, 1721530.123768872, 77, 264295, 1597572.4341230763, 77, 261248, 1595947.7167455633, 77, 268869, 1600157.6148874466, 77, 259565, 1593183.9074286008, 77, 272624, 1595022.984899374, 77, 258804, 1589130.5519427857, 77, 251265, 1582915.6169008117, 77, 253231, 1585337.6544932981, 77, 
257455, 1591339.797067792, 78, 276069, 1721002.0955657617, 78, 263702, 1591252.598888589, 78, 262083, 1587648.4465302587, 78, 268097, 1589378.9927236023, 78, 259565, 1587573.4440562073, 78, 272624, 1595368.3573998387, 78, 258804, 1583297.4870397726, 78, 262884, 1695139.6589247757, 78, 253231, 1580809.68520572, 78, 
257455, 1582249.5277610447, 79, 276069, 1718021.3676493338, 79, 263702, 1590465.0262437342, 79, 262083, 1583527.8491272388, 79, 268097, 1573969.3562561288, 79, 259565, 1583759.2943104291, 79, 273127, 1598607.625293752, 79, 258804, 1579108.9312950447, 79, 258805, 1656680.7647446785, 79, 253231, 1576747.6820882808, 79, 
