4455962.918889387, 18, 3.022867327E9
4459367.693778534, 25, 3.674037964E9

First population front
Czas podrozy, Zarobek, Stworzony w generacji
49155.21450548474, 1045978, 1
49627.4421479641, 1059551, 0
50555.88855848364, 1066501, 1
51049.82235257252, 1067438, 0
51257.20094529381, 1069670, 0
51683.38236496048, 1076149, 1
54425.64109562546, 1077361, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
45909.90293005128, 1044569, 289
46005.06072205503, 1046149, 329
46141.848908661515, 1051326, 247
46242.6492450307, 1051518, 272
46354.66566542045, 1053079, 227
46580.1780567974, 1053487, 364
46588.61202201342, 1055993, 226
46696.53297815747, 1058247, 372
47115.44001184529, 1061401, 357
47234.492231905955, 1061635, 260
47807.078117965146, 1063730, 263
47948.09028354964, 1065344, 336
47969.62296325371, 1065403, 396
48356.245512019115, 1065410, 192
48540.64920247874, 1066457, 73
48645.78594276492, 1069547, 379
49135.6914433825, 1073476, 206
49191.47942171964, 1074857, 276
49576.17277167708, 1076780, 369
49750.46240054369, 1077488, 355
50627.99072243026, 1077999, 47
50795.50680327982, 1078042, 363
50948.600369843996, 1079478, 325
51042.67593718334, 1081786, 166
51670.49138333166, 1084561, 387
52051.433382596384, 1085442, 352
52824.312188074335, 1085655, 168
52865.14607723957, 1085908, 307
52966.11361587911, 1086081, 304
53106.552014975474, 1087581, 347
53936.523512856926, 1087757, 370
54442.568150332416, 1088849, 313
54903.96936335409, 1089339, 155
55003.309571855796, 1089395, 392
55338.0113944406, 1089809, 249
55454.90990077043, 1091231, 179

